account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001001439,PER00288,SBI,Savings,2011-07-25,132284
1001001440,PER00289,HDFC Bank,Savings,2014-01-10,213768
1001001441,PER00289,HDFC Bank,Savings,2016-06-19,173415
1001001442,PER00290,ICICI Bank,Savings,2016-12-17,238115
1001001443,PER00291,Axis Bank,Savings,2011-07-04,102694
1001001444,PER00292,SBI,Savings,2017-02-11,72695
1001001445,PER00292,HDFC Bank,Savings,2013-06-02,63804
1001001446,PER00293,Kotak Mahindra Bank,Savings,2021-10-23,101705
1001001447,PER00294,Kotak Mahindra Bank,Savings,2024-03-12,109064
1001001448,PER00295,SBI,Savings,2012-06-16,89621
1001001449,PER00295,ICICI Bank,Savings,2016-04-26,203993
1001001450,PER00296,Axis Bank,Savings,2016-12-29,112442
1001001451,PER00296,ICICI Bank,Savings,2013-07-23,95841
1001001452,PER00297,Axis Bank,Savings,2018-10-01,183826
1001001453,PER00298,HDFC Bank,Savings,2017-09-02,129377
1001001454,PER00298,Kotak Mahindra Bank,Savings,2019-07-21,148418
1001001455,PER00299,Axis Bank,Savings,2018-09-15,290379
1001001456,PER00300,HDFC Bank,Savings,2017-04-21,59635
1001001457,PER00301,Kotak Mahindra Bank,Savings,2016-10-21,81468
1001001458,PER00302,Kotak Mahindra Bank,Savings,2015-07-08,955974
1001001459,PER00302,Kotak Mahindra Bank,Savings,2021-12-26,846821
1001001460,PER00303,SBI,Savings,2018-08-23,361532
1001001461,PER00303,SBI,Savings,2016-02-18,347553
1001001462,PER00304,Kotak Mahindra Bank,Savings,2015-06-16,181692
1001001463,PER00305,SBI,Savings,2011-08-13,203567
1001001464,PER00306,SBI,Savings,2023-05-12,126659
1001001465,PER00306,HDFC Bank,Savings,2014-05-29,241807
1001001466,PER00307,SBI,Savings,2025-03-04,151626
1001001467,PER00307,Axis Bank,Savings,2023-12-15,157361
1001001468,PER00308,Kotak Mahindra Bank,Savings,2017-09-12,21397
1001001469,PER00308,HDFC Bank,Savings,2022-02-15,146090
1001001470,PER00309,Axis Bank,Savings,2014-01-25,75185
1001001471,PER00309,ICICI Bank,Savings,2017-11-04,106168
1001001472,PER00310,Kotak Mahindra Bank,Savings,2011-08-15,120542
1001001473,PER00310,ICICI Bank,Savings,2024-11-15,212977
1001001474,PER00311,Kotak Mahindra Bank,Savings,2018-12-30,138301
1001001475,PER00312,ICICI Bank,Savings,2023-07-10,206005
1001001476,PER00313,HDFC Bank,Savings,2023-08-07,24215
1001001477,PER00314,Kotak Mahindra Bank,Savings,2020-10-08,116008
1001001478,PER00314,Axis Bank,Savings,2016-03-27,174821
1001001479,PER00315,SBI,Savings,2014-03-09,533884
1001001480,PER00315,HDFC Bank,Savings,2011-11-11,94840
1001001481,PER00316,Kotak Mahindra Bank,Savings,2015-07-02,72860
1001001482,PER00316,Axis Bank,Savings,2022-01-05,32290
1001001483,PER00317,Kotak Mahindra Bank,Savings,2022-09-02,216671
1001001484,PER00318,SBI,Savings,2024-07-16,596565
1001001485,PER00319,HDFC Bank,Savings,2012-03-04,99470
1001001486,PER00320,SBI,Savings,2012-01-21,123025
1001001487,PER00321,Axis Bank,Savings,2017-03-16,140994
1001001488,PER00321,SBI,Savings,2024-08-28,111869
1001001489,PER00322,SBI,Savings,2022-07-13,93590
1001001490,PER00322,ICICI Bank,Savings,2022-01-09,83313
1001001491,PER00323,Axis Bank,Savings,2025-04-17,128760
1001001492,PER00323,ICICI Bank,Savings,2020-02-10,153359
1001001493,PER00324,Kotak Mahindra Bank,Savings,2023-04-17,132421
1001001494,PER00325,SBI,Savings,2020-06-02,81759
1001001495,PER00325,SBI,Savings,2017-11-01,138227
1001001496,PER00326,Kotak Mahindra Bank,Savings,2014-08-22,211921
1001001497,PER00327,SBI,Savings,2023-03-13,118676
1001001498,PER00328,HDFC Bank,Savings,2017-07-04,143152
1001001499,PER00329,ICICI Bank,Savings,2021-05-27,229664
1001001500,PER00329,SBI,Savings,2020-10-22,235632
1001001501,PER00330,Kotak Mahindra Bank,Savings,2022-03-16,175592
1001001502,PER00330,HDFC Bank,Savings,2014-08-25,357178
1001001503,PER00331,Axis Bank,Savings,2017-04-08,101410
1001001504,PER00332,ICICI Bank,Savings,2012-08-30,215910
1001001505,PER00332,SBI,Savings,2025-11-10,180066
1001001506,PER00333,HDFC Bank,Savings,2015-03-30,153991
1001001507,PER00334,HDFC Bank,Savings,2018-01-03,33415
1001001508,PER00334,Kotak Mahindra Bank,Savings,2014-11-23,235914
1001001509,PER00335,SBI,Savings,2013-01-20,38885
1001001510,PER00335,Axis Bank,Savings,2024-04-19,39335
1001001511,PER00336,SBI,Savings,2011-06-09,76350
1001001512,PER00336,SBI,Savings,2025-09-08,188451
1001001513,PER00337,ICICI Bank,Savings,2016-01-29,52925
1001001514,PER00337,ICICI Bank,Savings,2015-07-27,38784
1001001515,PER00338,SBI,Savings,2019-06-15,146334
1001001516,PER00338,Kotak Mahindra Bank,Savings,2019-10-19,163443
1001001517,PER00339,SBI,Savings,2016-06-10,88662
1001001518,PER00340,Kotak Mahindra Bank,Savings,2015-03-07,225613
1001001519,PER00340,HDFC Bank,Savings,2021-07-19,997787
1001001520,PER00341,Axis Bank,Savings,2011-02-26,288337
1001001521,PER00341,SBI,Savings,2019-03-29,439108
1001001522,PER00342,Kotak Mahindra Bank,Savings,2015-03-31,84845
1001001523,PER00342,HDFC Bank,Savings,2018-06-14,230317
1001001524,PER00343,Axis Bank,Savings,2018-10-28,58788
1001001525,PER00344,Kotak Mahindra Bank,Savings,2018-09-27,131381
1001001526,PER00345,Axis Bank,Savings,2023-01-09,199527
1001001527,PER00346,SBI,Savings,2017-02-26,236577
1001001528,PER00346,SBI,Savings,2021-04-12,207832
1001001529,PER00347,Kotak Mahindra Bank,Savings,2020-12-29,321335
1001001530,PER00348,Kotak Mahindra Bank,Savings,2015-02-19,248062
1001001531,PER00349,Kotak Mahindra Bank,Savings,2013-12-17,105868
1001001532,PER00350,Kotak Mahindra Bank,Savings,2019-05-27,95199
1001001533,PER00351,Kotak Mahindra Bank,Savings,2018-08-08,103004
1001001534,PER00352,ICICI Bank,Savings,2019-12-28,102613
1001001535,PER00352,Axis Bank,Savings,2016-11-19,149979
1001001536,PER00353,SBI,Savings,2019-04-22,76070
1001001537,PER00353,Kotak Mahindra Bank,Savings,2019-04-03,185604
1001001538,PER00354,HDFC Bank,Savings,2017-10-10,0
1001001539,PER00354,Kotak Mahindra Bank,Savings,2013-02-03,0
1001001540,PER00355,Axis Bank,Savings,2023-04-08,176700
1001001541,PER00355,ICICI Bank,Savings,2025-06-12,85003
1001001542,PER00356,HDFC Bank,Savings,2019-04-13,222693
1001001543,PER00356,SBI,Savings,2011-04-18,152463
1001001544,PER00357,HDFC Bank,Savings,2014-06-09,61302
1001001545,PER00358,ICICI Bank,Savings,2015-05-27,86137
1001001546,PER00359,ICICI Bank,Savings,2011-11-14,107523
1001001547,PER00360,SBI,Savings,2019-06-17,64793
1001001548,PER00361,ICICI Bank,Savings,2017-01-29,63796
1001001549,PER00362,Axis Bank,Savings,2015-02-01,162423
1001001550,PER00363,Axis Bank,Savings,2012-05-16,168830
1001001551,PER00364,SBI,Savings,2013-03-29,151367
1001001552,PER00364,Kotak Mahindra Bank,Savings,2016-12-20,77761
1001001553,PER00365,Kotak Mahindra Bank,Savings,2018-07-26,249793
1001001554,PER00366,ICICI Bank,Savings,2014-06-16,222977
1001001555,PER00367,HDFC Bank,Savings,2012-08-22,94661
1001001556,PER00368,Kotak Mahindra Bank,Savings,2017-02-20,212453
1001001557,PER00368,ICICI Bank,Savings,2020-04-12,107097
1001001558,PER00369,HDFC Bank,Savings,2023-09-02,58607
1001001559,PER00370,ICICI Bank,Savings,2016-07-25,69427
1001001560,PER00370,SBI,Savings,2024-01-19,125763
1001001561,PER00371,Kotak Mahindra Bank,Savings,2022-08-21,152084
1001001562,PER00371,ICICI Bank,Savings,2018-02-03,133384
1001001563,PER00372,Axis Bank,Savings,2012-04-15,95309
1001001564,PER00372,ICICI Bank,Savings,2013-03-23,100622
1001001565,PER00373,Axis Bank,Savings,2016-07-04,91472
1001001566,PER00374,Axis Bank,Savings,2019-12-17,66188
1001001567,PER00375,Kotak Mahindra Bank,Savings,2019-06-27,116294
1001001568,PER00375,SBI,Savings,2024-11-26,124160
1001001569,PER00376,Kotak Mahindra Bank,Savings,2014-03-02,298746
1001001570,PER00377,HDFC Bank,Savings,2020-10-20,729555
1001001571,PER00378,SBI,Savings,2018-12-22,40245
1001001572,PER00379,Axis Bank,Savings,2021-02-10,0
1001001573,PER00379,Kotak Mahindra Bank,Savings,2023-03-28,0
1001001574,PER00380,SBI,Savings,2024-04-28,190995
1001001575,PER00380,ICICI Bank,Savings,2017-03-02,194222
1001001576,PER00381,HDFC Bank,Savings,2013-11-23,0
1001001577,PER00382,HDFC Bank,Savings,2021-01-21,466584
1001001578,PER00382,SBI,Savings,2021-07-27,342595
1001001579,PER00383,HDFC Bank,Savings,2016-06-08,46739
1001001580,PER00384,Axis Bank,Savings,2017-10-10,215355
1001001581,PER00384,ICICI Bank,Savings,2022-12-31,125565
1001001582,PER00385,Axis Bank,Savings,2023-01-23,60516
1001001583,PER00386,Kotak Mahindra Bank,Savings,2016-06-07,110730
1001001584,PER00387,ICICI Bank,Savings,2020-02-18,69758
1001001585,PER00388,SBI,Savings,2020-10-10,224225
1001001586,PER00389,Axis Bank,Savings,2018-01-12,27377
1001001587,PER00390,SBI,Savings,2013-01-17,232437
1001001588,PER00391,Axis Bank,Savings,2011-05-01,81632
1001001589,PER00391,HDFC Bank,Savings,2021-10-17,51807
1001001590,PER00392,SBI,Savings,2016-04-10,51480
1001001591,PER00392,SBI,Savings,2015-04-23,83576
1001001592,PER00393,Kotak Mahindra Bank,Savings,2022-12-06,132552
1001001593,PER00393,Kotak Mahindra Bank,Savings,2017-08-12,131226
1001001594,PER00394,HDFC Bank,Savings,2015-04-27,78797
1001001595,PER00395,HDFC Bank,Savings,2016-02-04,0
1001001596,PER00395,Kotak Mahindra Bank,Savings,2023-03-29,0
1001001597,PER00396,HDFC Bank,Savings,2020-03-08,101371
1001001598,PER00397,ICICI Bank,Savings,2018-08-09,41181
1001001599,PER00397,SBI,Savings,2012-09-21,290038
1001001600,PER00398,Axis Bank,Savings,2023-03-08,120841
1001001601,PER00398,Axis Bank,Savings,2021-07-02,850791
1001001602,PER00399,HDFC Bank,Savings,2023-04-21,286001
1001001603,PER00399,SBI,Savings,2016-04-23,174121
1001001604,PER00400,ICICI Bank,Savings,2011-10-22,244130
1001001605,PER00401,Kotak Mahindra Bank,Savings,2020-10-18,30960
1001001606,PER00401,SBI,Savings,2020-11-12,144285
1001001607,PER00402,HDFC Bank,Savings,2019-01-28,210286
1001001608,PER00403,ICICI Bank,Savings,2021-03-10,168602
1001001609,PER00404,SBI,Savings,2024-11-01,88819
1001001610,PER00405,Kotak Mahindra Bank,Savings,2013-05-01,38266
1001001611,PER00406,Axis Bank,Savings,2025-05-18,294757
1001001612,PER00406,SBI,Savings,2023-07-07,109410
1001001613,PER00407,Axis Bank,Savings,2023-11-18,194416
1001001614,PER00408,HDFC Bank,Savings,2024-09-10,295920
1001001615,PER00408,ICICI Bank,Savings,2013-09-03,177707
1001001616,PER00409,SBI,Savings,2016-04-30,35115
1001001617,PER00410,Axis Bank,Savings,2013-08-31,267673
1001001618,PER00411,Axis Bank,Savings,2013-06-26,239224
1001001619,PER00412,Kotak Mahindra Bank,Savings,2015-03-22,63182
1001001620,PER00412,ICICI Bank,Savings,2025-06-27,261807
1001001621,PER00413,Kotak Mahindra Bank,Savings,2022-07-28,135757
1001001622,PER00414,ICICI Bank,Savings,2013-02-01,426660
1001001623,PER00415,ICICI Bank,Savings,2012-11-18,135874
1001001624,PER00416,Axis Bank,Savings,2022-08-14,78381
1001001625,PER00417,Kotak Mahindra Bank,Savings,2013-06-23,155495
1001001626,PER00417,ICICI Bank,Savings,2016-07-14,153094
1001001627,PER00418,ICICI Bank,Savings,2012-07-21,118470
1001001628,PER00418,SBI,Savings,2025-12-08,27917
1001001629,PER00419,HDFC Bank,Savings,2017-08-04,94526
1001001630,PER00419,SBI,Savings,2011-04-17,261636
1001001631,PER00420,Kotak Mahindra Bank,Savings,2017-06-25,28845
1001001632,PER00421,ICICI Bank,Savings,2012-12-03,53482
1001001633,PER00422,HDFC Bank,Savings,2014-12-23,309172
1001001634,PER00423,ICICI Bank,Savings,2018-07-17,318113
1001001635,PER00424,HDFC Bank,Savings,2012-04-03,79759
1001001636,PER00425,HDFC Bank,Savings,2017-09-08,129082
1001001637,PER00426,Axis Bank,Savings,2014-06-25,206800
1001001638,PER00427,ICICI Bank,Savings,2015-09-23,163153
1001001639,PER00428,Kotak Mahindra Bank,Savings,2012-04-10,110426
1001001640,PER00429,HDFC Bank,Savings,2015-07-01,462984
1001001641,PER00430,Kotak Mahindra Bank,Savings,2025-02-09,170342
1001001642,PER00431,ICICI Bank,Savings,2019-08-02,68287
1001001643,PER00432,Kotak Mahindra Bank,Savings,2018-12-02,248227
1001001644,PER00433,Kotak Mahindra Bank,Savings,2014-02-06,210453
1001001645,PER00434,Axis Bank,Savings,2012-02-15,298206
1001001646,PER00434,SBI,Savings,2023-08-21,126298
1001001647,PER00435,Axis Bank,Savings,2013-09-23,131799
1001001648,PER00436,Axis Bank,Savings,2021-12-06,61155
1001001649,PER00437,HDFC Bank,Savings,2020-04-01,196980
1001001650,PER00437,Kotak Mahindra Bank,Savings,2021-06-05,212318
1001001651,PER00438,SBI,Savings,2018-01-09,35136
1001001652,PER00439,HDFC Bank,Savings,2023-06-28,79162
1001001653,PER00439,ICICI Bank,Savings,2018-07-15,362663
1001001654,PER00440,ICICI Bank,Savings,2023-10-09,159794
1001001655,PER00440,ICICI Bank,Savings,2024-01-08,104239
1001001656,PER00441,Kotak Mahindra Bank,Savings,2024-10-19,29431
1001001657,PER00442,HDFC Bank,Savings,2019-09-18,100003
1001001658,PER00442,HDFC Bank,Savings,2014-11-05,220827
1001001659,PER00443,Axis Bank,Savings,2012-06-04,292660
1001001660,PER00443,SBI,Savings,2017-08-11,65250
1001001661,PER00444,HDFC Bank,Savings,2021-01-03,78771
1001001662,PER00444,Kotak Mahindra Bank,Savings,2024-02-20,94722
1001001663,PER00445,Axis Bank,Savings,2021-10-27,140287
1001001664,PER00446,Axis Bank,Savings,2023-03-03,138012
1001001665,PER00447,SBI,Savings,2016-08-12,972351
1001001666,PER00448,Axis Bank,Savings,2020-01-28,64428
1001001667,PER00448,HDFC Bank,Savings,2013-04-27,134576
1001001668,PER00449,ICICI Bank,Savings,2011-06-13,114618
1001001669,PER00450,ICICI Bank,Savings,2014-06-25,25129
1001001670,PER00451,Axis Bank,Savings,2015-06-26,114512
1001001671,PER00451,SBI,Savings,2012-08-15,204226
1001001672,PER00452,SBI,Savings,2024-01-09,42254
1001001673,PER00452,ICICI Bank,Savings,2023-12-07,119621
1001001674,PER00453,ICICI Bank,Savings,2022-01-21,335050
1001001675,PER00453,ICICI Bank,Savings,2024-06-23,207648
1001001676,PER00454,HDFC Bank,Savings,2014-08-11,33034
1001001677,PER00455,Axis Bank,Savings,2025-11-14,35938
1001001678,PER00455,ICICI Bank,Savings,2019-12-03,166298
1001001679,PER00456,ICICI Bank,Savings,2018-12-11,943078
1001001680,PER00456,SBI,Savings,2021-03-14,307485
1001001681,PER00457,Axis Bank,Savings,2018-01-13,36063
1001001682,PER00458,HDFC Bank,Savings,2013-06-27,190152
1001001683,PER00459,SBI,Savings,2018-06-08,164677
1001001684,PER00460,ICICI Bank,Savings,2019-10-27,120511
1001001685,PER00461,Axis Bank,Savings,2023-04-20,184852
1001001686,PER00462,ICICI Bank,Savings,2019-07-16,286577
1001001687,PER00462,HDFC Bank,Savings,2025-08-22,204629
1001001688,PER00463,Axis Bank,Savings,2021-12-30,153900
1001001689,PER00463,Kotak Mahindra Bank,Savings,2025-12-05,111981
1001001690,PER00464,Kotak Mahindra Bank,Savings,2016-03-04,190765
1001001691,PER00465,ICICI Bank,Savings,2018-10-08,143789
1001001692,PER00465,ICICI Bank,Savings,2012-09-28,98595
1001001693,PER00466,HDFC Bank,Savings,2022-09-11,246305
1001001694,PER00466,HDFC Bank,Savings,2015-03-14,58627
1001001695,PER00467,Axis Bank,Savings,2012-02-12,848428
1001001696,PER00468,Axis Bank,Savings,2020-12-03,20793
1001001697,PER00469,Axis Bank,Savings,2014-06-14,115587
1001001698,PER00470,SBI,Savings,2017-12-28,290666
1001001699,PER00470,ICICI Bank,Savings,2020-05-24,366388
1001001700,PER00471,ICICI Bank,Savings,2021-10-09,138997
1001001701,PER00472,Kotak Mahindra Bank,Savings,2018-03-28,27639
1001001702,PER00473,Kotak Mahindra Bank,Savings,2013-07-14,253248
1001001703,PER00473,HDFC Bank,Savings,2015-09-15,303915
1001001704,PER00474,Kotak Mahindra Bank,Savings,2022-03-30,82280
1001001705,PER00474,HDFC Bank,Savings,2013-07-01,125565
1001001706,PER00475,HDFC Bank,Savings,2017-03-06,37632
1001001707,PER00476,HDFC Bank,Savings,2012-10-05,125932
1001001708,PER00477,SBI,Savings,2014-05-18,66834
1001001709,PER00478,SBI,Savings,2012-02-20,197542
1001001710,PER00478,Axis Bank,Savings,2011-12-08,249861
1001001711,PER00479,Kotak Mahindra Bank,Savings,2023-02-09,298645
1001001712,PER00479,Axis Bank,Savings,2015-04-22,139821
1001001713,PER00480,HDFC Bank,Savings,2013-08-14,139246
1001001714,PER00480,HDFC Bank,Savings,2025-03-28,192801
1001001715,PER00481,Kotak Mahindra Bank,Savings,2012-12-23,813942
1001001716,PER00481,Kotak Mahindra Bank,Savings,2021-06-30,411711
1001001717,PER00482,Kotak Mahindra Bank,Savings,2023-03-10,0
1001001718,PER00483,Kotak Mahindra Bank,Savings,2024-04-24,171401
1001001719,PER00483,SBI,Savings,2024-07-21,17711
1001001720,PER00484,Kotak Mahindra Bank,Savings,2011-09-05,0
1001001721,PER00484,ICICI Bank,Savings,2016-01-05,0
1001001722,PER00485,Axis Bank,Savings,2017-06-13,191676
1001001723,PER00485,Axis Bank,Savings,2011-10-13,109931
1001001724,PER00486,SBI,Savings,2023-09-15,55464
1001001725,PER00487,Kotak Mahindra Bank,Savings,2015-05-19,239769
1001001726,PER00487,ICICI Bank,Savings,2020-07-14,36156
1001001727,PER00488,HDFC Bank,Savings,2017-04-07,291905
1001001728,PER00489,HDFC Bank,Savings,2024-07-24,0
1001001729,PER00490,Axis Bank,Savings,2023-10-04,28040
1001001730,PER00491,ICICI Bank,Savings,2012-07-13,41067
1001001731,PER00492,Axis Bank,Savings,2017-06-20,100743
1001001732,PER00493,SBI,Savings,2024-03-22,249333
1001001733,PER00494,ICICI Bank,Savings,2019-11-10,120048
1001001734,PER00494,HDFC Bank,Savings,2014-03-07,136039
1001001735,PER00495,ICICI Bank,Savings,2022-06-13,172000
1001001736,PER00496,HDFC Bank,Savings,2011-08-15,77724
1001001737,PER00496,SBI,Savings,2014-01-24,146184
1001001738,PER00497,ICICI Bank,Savings,2018-08-24,51910
1001001739,PER00497,SBI,Savings,2014-01-12,236228
1001001740,PER00498,Kotak Mahindra Bank,Savings,2011-05-21,77337
1001001741,PER00499,ICICI Bank,Savings,2023-07-02,128067
1001001742,PER00500,SBI,Savings,2017-04-22,201995
1001001743,PER00501,SBI,Savings,2022-04-30,132862
1001001744,PER00501,Kotak Mahindra Bank,Savings,2020-03-25,100546
1001001745,PER00502,Axis Bank,Savings,2016-01-25,214376
1001001746,PER00502,SBI,Savings,2013-11-18,224454
1001001747,PER00503,SBI,Savings,2018-12-19,462069
1001001748,PER00504,HDFC Bank,Savings,2011-04-10,211577
1001001749,PER00504,ICICI Bank,Savings,2025-02-27,133676
1001001750,PER00505,Kotak Mahindra Bank,Savings,2013-02-14,324978
1001001751,PER00505,Kotak Mahindra Bank,Savings,2025-07-30,283406
1001001752,PER00506,Kotak Mahindra Bank,Savings,2011-05-07,91088
1001001753,PER00507,Kotak Mahindra Bank,Savings,2023-06-04,137153
1001001754,PER00507,ICICI Bank,Savings,2015-09-14,167117
1001001755,PER00508,SBI,Savings,2013-05-14,37107
1001001756,PER00508,SBI,Savings,2022-05-03,247259
1001001757,PER00509,Kotak Mahindra Bank,Savings,2019-01-29,51632
1001001758,PER00509,Axis Bank,Savings,2015-05-10,125324
1001001759,PER00510,ICICI Bank,Savings,2015-08-22,34635
1001001760,PER00511,Kotak Mahindra Bank,Savings,2013-12-15,108045
1001001761,PER00512,ICICI Bank,Savings,2024-01-24,227604
1001001762,PER00513,Kotak Mahindra Bank,Savings,2023-12-07,158129
1001001763,PER00514,SBI,Savings,2012-10-02,58881
1001001764,PER00515,Kotak Mahindra Bank,Savings,2025-12-31,0
1001001765,PER00516,HDFC Bank,Savings,2011-07-30,205844
1001001766,PER00517,Kotak Mahindra Bank,Savings,2012-10-20,312780
1001001767,PER00518,Kotak Mahindra Bank,Savings,2012-02-02,22717
1001001768,PER00519,Axis Bank,Savings,2014-03-29,87561
1001001769,PER00519,SBI,Savings,2012-09-15,245840
1001001770,PER00520,HDFC Bank,Savings,2023-09-08,216985
1001001771,PER00520,ICICI Bank,Savings,2020-03-05,43971
1001001772,PER00521,HDFC Bank,Savings,2019-07-03,157719
1001001773,PER00521,SBI,Savings,2025-09-11,29160
1001001774,PER00522,Axis Bank,Savings,2023-10-26,750916
1001001775,PER00522,Kotak Mahindra Bank,Savings,2014-01-13,427279
1001001776,PER00523,SBI,Savings,2016-04-07,26694
1001001777,PER00524,Kotak Mahindra Bank,Savings,2020-06-14,96325
1001001778,PER00524,ICICI Bank,Savings,2011-11-22,46697
1001001779,PER00525,HDFC Bank,Savings,2015-04-01,141642
1001001780,PER00526,Axis Bank,Savings,2017-03-02,188304
1001001781,PER00527,ICICI Bank,Savings,2019-01-02,246757
1001001782,PER00527,ICICI Bank,Savings,2013-01-31,380521
1001001783,PER00528,ICICI Bank,Savings,2015-12-01,190668
1001001784,PER00528,Axis Bank,Savings,2017-04-30,848057
1001001785,PER00529,Kotak Mahindra Bank,Savings,2015-08-03,356959
1001001786,PER00530,SBI,Savings,2011-08-10,95703
1001001787,PER00531,HDFC Bank,Savings,2016-08-01,582284
1001001788,PER00532,HDFC Bank,Savings,2012-04-21,76248
1001001789,PER00532,Kotak Mahindra Bank,Savings,2024-07-19,75591
1001001790,PER00533,Kotak Mahindra Bank,Savings,2019-01-26,234513
1001001791,PER00534,ICICI Bank,Savings,2024-07-28,49389
1001001792,PER00534,HDFC Bank,Savings,2016-03-04,193480
1001001793,PER00535,ICICI Bank,Savings,2012-02-03,523023
1001001794,PER00535,Kotak Mahindra Bank,Savings,2016-07-09,67479
1001001795,PER00536,SBI,Savings,2012-09-05,64250
1001001796,PER00537,Axis Bank,Savings,2011-12-10,95505
1001001797,PER00537,Kotak Mahindra Bank,Savings,2025-07-23,110709
1001001798,PER00538,ICICI Bank,Savings,2015-05-12,558759
1001001799,PER00538,Axis Bank,Savings,2022-02-19,713288
1001001800,PER00539,HDFC Bank,Savings,2011-06-06,232605
1001001801,PER00539,Axis Bank,Savings,2025-10-27,124706
1001001802,PER00540,Axis Bank,Savings,2022-09-28,251362
1001001803,PER00541,HDFC Bank,Savings,2013-08-17,56358
1001001804,PER00541,HDFC Bank,Savings,2014-03-08,94611
1001001805,PER00542,SBI,Savings,2014-09-06,138396
1001001806,PER00542,HDFC Bank,Savings,2020-02-20,232448
1001001807,PER00543,Axis Bank,Savings,2018-06-14,70783
1001001808,PER00544,ICICI Bank,Savings,2020-01-20,140661
1001001809,PER00545,Kotak Mahindra Bank,Savings,2024-02-26,311889
1001001810,PER00546,HDFC Bank,Savings,2017-11-26,296772
1001001811,PER00547,SBI,Savings,2016-02-05,40574
1001001812,PER00547,HDFC Bank,Savings,2015-01-17,106625
1001001813,PER00548,Kotak Mahindra Bank,Savings,2015-04-19,266361
1001001814,PER00548,Kotak Mahindra Bank,Savings,2019-01-26,240663
1001001815,PER00549,ICICI Bank,Savings,2024-08-25,142454
1001001816,PER00550,ICICI Bank,Savings,2023-11-15,126301
1001001817,PER00551,HDFC Bank,Savings,2014-01-22,273208
1001001818,PER00552,Axis Bank,Savings,2021-06-12,285127
1001001819,PER00553,Axis Bank,Savings,2019-03-22,94726
1001001820,PER00553,SBI,Savings,2024-05-17,71736
1001001821,PER00554,ICICI Bank,Savings,2021-02-13,99240
1001001822,PER00554,ICICI Bank,Savings,2013-11-04,83371
1001001823,PER00555,ICICI Bank,Savings,2011-12-19,196883
1001001824,PER00556,Axis Bank,Savings,2019-11-08,243304
1001001825,PER00557,ICICI Bank,Savings,2014-05-03,201866
1001001826,PER00558,SBI,Savings,2024-04-03,99178
1001001827,PER00559,HDFC Bank,Savings,2014-10-29,273826
1001001828,PER00560,Kotak Mahindra Bank,Savings,2016-04-01,167163
1001001829,PER00561,SBI,Savings,2016-06-10,62620
1001001830,PER00561,ICICI Bank,Savings,2024-07-22,122891
1001001831,PER00562,Kotak Mahindra Bank,Savings,2017-08-25,137661
1001001832,PER00562,Axis Bank,Savings,2022-11-22,89282
1001001833,PER00563,ICICI Bank,Savings,2020-03-22,87385
1001001834,PER00563,Axis Bank,Savings,2017-03-29,107788
1001001835,PER00564,ICICI Bank,Savings,2016-08-12,153839
1001001836,PER00564,Axis Bank,Savings,2025-11-16,194141
1001001837,PER00565,SBI,Savings,2013-06-14,230823
1001001838,PER00565,SBI,Savings,2014-07-13,181195
1001001839,PER00566,SBI,Savings,2018-02-07,52387
1001001840,PER00567,ICICI Bank,Savings,2019-07-11,215963
1001001841,PER00567,Kotak Mahindra Bank,Savings,2022-04-05,220990
1001001842,PER00568,SBI,Savings,2024-08-15,211270
1001001843,PER00568,ICICI Bank,Savings,2012-12-16,217067
1001001844,PER00569,SBI,Savings,2019-07-30,0
1001001845,PER00569,Axis Bank,Savings,2024-06-20,0
1001001846,PER00570,ICICI Bank,Savings,2025-08-29,117815
1001001847,PER00571,Axis Bank,Savings,2019-12-06,27555
1001001848,PER00572,Kotak Mahindra Bank,Savings,2013-02-27,130888
1001001849,PER00573,HDFC Bank,Savings,2019-04-14,292068
1001001850,PER00574,SBI,Savings,2024-05-22,114379
1001001851,PER00575,HDFC Bank,Savings,2016-08-19,47421
1001001852,PER00575,SBI,Savings,2020-03-28,150693
1001001853,PER00576,HDFC Bank,Savings,2018-04-26,54789
1001001854,PER00576,ICICI Bank,Savings,2021-06-25,63532
1001001855,PER00577,Kotak Mahindra Bank,Savings,2017-11-25,189493
1001001856,PER00577,ICICI Bank,Savings,2016-06-03,153394
1001001857,PER00578,SBI,Savings,2013-10-06,197413
1001001858,PER00579,HDFC Bank,Savings,2011-05-07,109984
1001001859,PER00579,HDFC Bank,Savings,2023-11-03,139454
1001001860,PER00580,SBI,Savings,2025-03-08,162451
1001001861,PER00581,HDFC Bank,Savings,2020-11-24,136879
1001001862,PER00582,HDFC Bank,Savings,2025-10-30,0
1001001863,PER00582,SBI,Savings,2021-06-16,0
1001001864,PER00583,SBI,Savings,2021-08-03,43018
1001001865,PER00584,Kotak Mahindra Bank,Savings,2011-03-05,145234
1001001866,PER00584,SBI,Savings,2020-11-25,137741
1001001867,PER00585,Axis Bank,Savings,2024-05-16,234932
1001001868,PER00586,ICICI Bank,Savings,2013-01-05,133324
1001001869,PER00586,HDFC Bank,Savings,2014-03-20,115807
1001001870,PER00587,ICICI Bank,Savings,2013-06-13,209070
1001001871,PER00588,Kotak Mahindra Bank,Savings,2023-11-18,94531
1001001872,PER00588,Axis Bank,Savings,2015-06-04,69853
1001001873,PER00589,ICICI Bank,Savings,2012-06-26,188823
1001001874,PER00590,Kotak Mahindra Bank,Savings,2011-07-27,0
