account_number,owner_id,bank_name,account_type,open_date,balance_inr
1001001435,PER00297,ICICI Bank,Savings,2024-10-03,229218
1001001436,PER00298,Axis Bank,Savings,2024-03-24,38457
1001001437,PER00298,Kotak Mahindra Bank,Savings,2019-10-09,114689
1001001438,PER00299,Axis Bank,Savings,2024-10-18,65161
1001001439,PER00300,Axis Bank,Savings,2020-04-06,95331
1001001440,PER00301,Kotak Mahindra Bank,Savings,2017-03-05,78506
1001001441,PER00301,Kotak Mahindra Bank,Savings,2014-08-18,172951
1001001442,PER00302,SBI,Savings,2017-08-05,249941
1001001443,PER00302,Axis Bank,Savings,2014-05-05,35872
1001001444,PER00303,SBI,Savings,2024-07-15,0
1001001445,PER00303,Kotak Mahindra Bank,Savings,2025-05-28,0
1001001446,PER00304,SBI,Savings,2021-06-03,231952
1001001447,PER00304,ICICI Bank,Savings,2013-09-01,92251
1001001448,PER00305,ICICI Bank,Savings,2016-03-23,55488
1001001449,PER00306,HDFC Bank,Savings,2025-07-11,156627
1001001450,PER00307,Kotak Mahindra Bank,Savings,2016-08-21,991052
1001001451,PER00308,HDFC Bank,Savings,2012-04-12,66960
1001001452,PER00309,ICICI Bank,Savings,2017-08-16,286785
1001001453,PER00309,Axis Bank,Savings,2024-04-04,138538
1001001454,PER00310,HDFC Bank,Savings,2024-12-11,25033
1001001455,PER00311,Kotak Mahindra Bank,Savings,2022-10-09,130130
1001001456,PER00312,Axis Bank,Savings,2018-02-23,216039
1001001457,PER00312,Axis Bank,Savings,2011-07-28,130918
1001001458,PER00313,Axis Bank,Savings,2021-08-01,167798
1001001459,PER00313,Kotak Mahindra Bank,Savings,2017-06-28,81935
1001001460,PER00314,Kotak Mahindra Bank,Savings,2024-09-23,88657
1001001461,PER00315,ICICI Bank,Savings,2020-12-20,76074
1001001462,PER00316,Kotak Mahindra Bank,Savings,2023-03-15,147308
1001001463,PER00317,HDFC Bank,Savings,2023-01-17,442558
1001001464,PER00317,Kotak Mahindra Bank,Savings,2019-07-04,213480
1001001465,PER00318,ICICI Bank,Savings,2024-08-13,133464
1001001466,PER00319,HDFC Bank,Savings,2011-11-19,70764
1001001467,PER00319,Axis Bank,Savings,2025-03-17,194894
1001001468,PER00320,Axis Bank,Savings,2020-07-16,157527
1001001469,PER00321,SBI,Savings,2015-03-20,31760
1001001470,PER00321,HDFC Bank,Savings,2016-05-24,46954
1001001471,PER00322,ICICI Bank,Savings,2024-09-22,66297
1001001472,PER00322,ICICI Bank,Savings,2022-02-11,198891
1001001473,PER00323,Kotak Mahindra Bank,Savings,2018-05-08,79909
1001001474,PER00324,HDFC Bank,Savings,2022-03-07,0
1001001475,PER00324,Kotak Mahindra Bank,Savings,2021-01-05,0
1001001476,PER00325,ICICI Bank,Savings,2023-12-11,55541
1001001477,PER00326,SBI,Savings,2016-03-27,424125
1001001478,PER00327,Axis Bank,Savings,2017-01-26,74940
1001001479,PER00327,ICICI Bank,Savings,2024-03-15,117097
1001001480,PER00328,ICICI Bank,Savings,2022-03-15,55205
1001001481,PER00329,ICICI Bank,Savings,2019-08-13,149854
1001001482,PER00329,SBI,Savings,2019-03-28,37146
1001001483,PER00330,Axis Bank,Savings,2023-06-09,21596
1001001484,PER00330,Kotak Mahindra Bank,Savings,2016-10-22,159888
1001001485,PER00331,Axis Bank,Savings,2015-12-21,112552
1001001486,PER00331,Kotak Mahindra Bank,Savings,2021-07-16,169084
1001001487,PER00332,SBI,Savings,2014-04-20,77548
1001001488,PER00332,SBI,Savings,2014-01-02,44535
1001001489,PER00333,Axis Bank,Savings,2015-02-19,121660
1001001490,PER00333,ICICI Bank,Savings,2017-10-22,107479
1001001491,PER00334,ICICI Bank,Savings,2011-12-18,0
1001001492,PER00335,SBI,Savings,2011-08-26,570760
1001001493,PER00335,SBI,Savings,2024-02-07,525731
1001001494,PER00336,Kotak Mahindra Bank,Savings,2018-09-18,75972
1001001495,PER00336,HDFC Bank,Savings,2016-05-21,170640
1001001496,PER00337,Kotak Mahindra Bank,Savings,2016-11-28,181739
1001001497,PER00337,HDFC Bank,Savings,2022-05-04,223564
1001001498,PER00338,Axis Bank,Savings,2012-08-03,178152
1001001499,PER00339,SBI,Savings,2019-04-30,147056
1001001500,PER00339,Kotak Mahindra Bank,Savings,2019-06-19,255035
1001001501,PER00340,SBI,Savings,2020-09-10,29234
1001001502,PER00341,Kotak Mahindra Bank,Savings,2013-06-22,65013
1001001503,PER00342,Axis Bank,Savings,2017-11-20,282541
1001001504,PER00342,ICICI Bank,Savings,2015-07-13,146900
1001001505,PER00343,Kotak Mahindra Bank,Savings,2017-07-01,238518
1001001506,PER00343,Axis Bank,Savings,2024-08-16,164080
1001001507,PER00344,Kotak Mahindra Bank,Savings,2021-03-21,192055
1001001508,PER00344,SBI,Savings,2015-01-06,140028
1001001509,PER00345,HDFC Bank,Savings,2017-04-14,62814
1001001510,PER00345,Kotak Mahindra Bank,Savings,2024-08-08,234852
1001001511,PER00346,HDFC Bank,Savings,2020-07-21,31016
1001001512,PER00347,Kotak Mahindra Bank,Savings,2015-07-02,80711
1001001513,PER00348,SBI,Savings,2017-11-20,222273
1001001514,PER00349,Axis Bank,Savings,2023-10-28,0
1001001515,PER00350,HDFC Bank,Savings,2013-04-25,76734
1001001516,PER00350,Axis Bank,Savings,2017-11-30,39650
1001001517,PER00351,HDFC Bank,Savings,2011-03-11,763372
1001001518,PER00352,HDFC Bank,Savings,2016-12-04,0
1001001519,PER00353,SBI,Savings,2019-09-13,137320
1001001520,PER00353,SBI,Savings,2015-05-11,88081
1001001521,PER00354,Axis Bank,Savings,2017-12-20,145419
1001001522,PER00354,ICICI Bank,Savings,2014-08-23,131363
1001001523,PER00355,SBI,Savings,2014-11-18,216405
1001001524,PER00356,HDFC Bank,Savings,2020-04-08,169694
1001001525,PER00357,Kotak Mahindra Bank,Savings,2015-09-15,148050
1001001526,PER00358,SBI,Savings,2013-02-24,72802
1001001527,PER00358,ICICI Bank,Savings,2012-12-12,214979
1001001528,PER00359,Axis Bank,Savings,2014-12-13,36733
1001001529,PER00360,Kotak Mahindra Bank,Savings,2019-03-11,41535
1001001530,PER00360,Axis Bank,Savings,2014-01-09,244647
1001001531,PER00361,Axis Bank,Savings,2018-11-04,65043
1001001532,PER00362,HDFC Bank,Savings,2017-02-10,21394
1001001533,PER00362,ICICI Bank,Savings,2024-07-03,149949
1001001534,PER00363,ICICI Bank,Savings,2021-12-31,95843
1001001535,PER00363,Axis Bank,Savings,2020-04-04,44199
1001001536,PER00364,HDFC Bank,Savings,2016-06-06,592109
1001001537,PER00365,ICICI Bank,Savings,2023-01-10,223463
1001001538,PER00365,Kotak Mahindra Bank,Savings,2021-04-05,158983
1001001539,PER00366,Kotak Mahindra Bank,Savings,2016-07-11,269205
1001001540,PER00366,Kotak Mahindra Bank,Savings,2011-06-30,319927
1001001541,PER00367,SBI,Savings,2024-06-06,97318
1001001542,PER00368,HDFC Bank,Savings,2012-03-25,211432
1001001543,PER00369,SBI,Savings,2020-11-02,169895
1001001544,PER00369,Kotak Mahindra Bank,Savings,2019-10-09,177294
1001001545,PER00370,HDFC Bank,Savings,2023-07-22,106576
1001001546,PER00371,Kotak Mahindra Bank,Savings,2016-11-13,291213
1001001547,PER00372,Kotak Mahindra Bank,Savings,2019-06-11,32537
1001001548,PER00372,SBI,Savings,2013-12-10,91753
1001001549,PER00373,Axis Bank,Savings,2010-11-09,19188
1001001550,PER00373,HDFC Bank,Savings,2024-10-25,131942
1001001551,PER00374,HDFC Bank,Savings,2024-01-25,19599
1001001552,PER00374,HDFC Bank,Savings,2016-06-17,116927
1001001553,PER00375,SBI,Savings,2012-07-09,453596
1001001554,PER00376,HDFC Bank,Savings,2012-07-20,0
1001001555,PER00376,Kotak Mahindra Bank,Savings,2014-08-28,0
1001001556,PER00377,ICICI Bank,Savings,2023-08-28,161179
1001001557,PER00377,Kotak Mahindra Bank,Savings,2020-02-29,263151
1001001558,PER00378,HDFC Bank,Savings,2011-08-30,223572
1001001559,PER00379,SBI,Savings,2019-02-05,126763
1001001560,PER00379,ICICI Bank,Savings,2014-12-13,827335
1001001561,PER00380,HDFC Bank,Savings,2011-07-31,65777
1001001562,PER00380,SBI,Savings,2021-05-18,162186
1001001563,PER00381,Axis Bank,Savings,2018-11-02,40409
1001001564,PER00381,Axis Bank,Savings,2018-03-21,77137
1001001565,PER00382,ICICI Bank,Savings,2019-06-11,50216
1001001566,PER00382,ICICI Bank,Savings,2021-01-18,60419
1001001567,PER00383,ICICI Bank,Savings,2020-07-20,243555
1001001568,PER00384,Kotak Mahindra Bank,Savings,2010-10-16,52883
1001001569,PER00385,Axis Bank,Savings,2024-10-05,593353
1001001570,PER00385,ICICI Bank,Savings,2022-01-26,161044
1001001571,PER00386,SBI,Savings,2015-02-28,76512
1001001572,PER00387,SBI,Savings,2013-06-16,191064
1001001573,PER00387,Axis Bank,Savings,2013-05-07,218002
1001001574,PER00388,Axis Bank,Savings,2015-01-19,518325
1001001575,PER00388,Kotak Mahindra Bank,Savings,2022-06-20,168668
1001001576,PER00389,SBI,Savings,2016-01-19,197669
1001001577,PER00389,SBI,Savings,2018-12-26,24300
1001001578,PER00390,HDFC Bank,Savings,2014-07-07,139851
1001001579,PER00391,Axis Bank,Savings,2022-10-24,241874
1001001580,PER00391,SBI,Savings,2020-01-31,170760
1001001581,PER00392,Axis Bank,Savings,2024-06-17,168452
1001001582,PER00392,HDFC Bank,Savings,2014-01-03,33980
1001001583,PER00393,ICICI Bank,Savings,2015-07-09,94181
1001001584,PER00394,HDFC Bank,Savings,2017-03-09,52712
1001001585,PER00395,HDFC Bank,Savings,2014-04-27,128735
1001001586,PER00396,ICICI Bank,Savings,2012-11-17,107252
1001001587,PER00396,Kotak Mahindra Bank,Savings,2018-04-30,376006
1001001588,PER00397,Kotak Mahindra Bank,Savings,2018-07-17,585878
1001001589,PER00398,HDFC Bank,Savings,2019-07-27,155832
1001001590,PER00399,ICICI Bank,Savings,2022-06-04,136593
1001001591,PER00399,Axis Bank,Savings,2011-12-24,34306
1001001592,PER00400,Kotak Mahindra Bank,Savings,2011-05-29,165078
1001001593,PER00401,ICICI Bank,Savings,2015-01-26,61233
1001001594,PER00402,Kotak Mahindra Bank,Savings,2019-07-31,579311
1001001595,PER00403,Axis Bank,Savings,2019-01-13,448942
1001001596,PER00403,Axis Bank,Savings,2012-11-18,201374
1001001597,PER00404,ICICI Bank,Savings,2018-07-12,199183
1001001598,PER00404,Kotak Mahindra Bank,Savings,2012-11-04,558213
1001001599,PER00405,HDFC Bank,Savings,2022-08-04,207246
1001001600,PER00405,HDFC Bank,Savings,2015-05-01,36049
1001001601,PER00406,HDFC Bank,Savings,2016-03-21,114599
1001001602,PER00407,HDFC Bank,Savings,2012-12-24,105244
1001001603,PER00407,ICICI Bank,Savings,2014-02-13,118644
1001001604,PER00408,Axis Bank,Savings,2022-04-17,37939
1001001605,PER00409,ICICI Bank,Savings,2017-02-13,25473
1001001606,PER00409,Axis Bank,Savings,2018-05-20,149687
1001001607,PER00410,ICICI Bank,Savings,2016-12-10,164157
1001001608,PER00410,ICICI Bank,Savings,2015-05-02,115100
1001001609,PER00411,HDFC Bank,Savings,2023-11-04,114279
1001001610,PER00411,ICICI Bank,Savings,2023-03-09,237549
1001001611,PER00412,ICICI Bank,Savings,2012-06-28,68997
1001001612,PER00413,SBI,Savings,2019-01-01,124060
1001001613,PER00414,ICICI Bank,Savings,2018-08-29,181970
1001001614,PER00414,HDFC Bank,Savings,2015-12-05,59732
1001001615,PER00415,SBI,Savings,2011-12-10,162665
1001001616,PER00415,ICICI Bank,Savings,2015-01-17,103633
1001001617,PER00416,SBI,Savings,2012-07-17,238915
1001001618,PER00416,SBI,Savings,2022-05-19,82245
1001001619,PER00417,HDFC Bank,Savings,2025-06-28,276167
1001001620,PER00417,Kotak Mahindra Bank,Savings,2016-07-21,157555
1001001621,PER00418,HDFC Bank,Savings,2020-01-20,512862
1001001622,PER00419,Axis Bank,Savings,2013-04-21,38660
1001001623,PER00419,Axis Bank,Savings,2022-10-14,40563
1001001624,PER00420,Axis Bank,Savings,2016-08-28,215295
1001001625,PER00420,Kotak Mahindra Bank,Savings,2016-03-16,393577
1001001626,PER00421,SBI,Savings,2019-09-28,94680
1001001627,PER00422,ICICI Bank,Savings,2019-09-27,191241
1001001628,PER00423,SBI,Savings,2012-10-08,237801
1001001629,PER00424,Kotak Mahindra Bank,Savings,2015-02-16,80895
1001001630,PER00425,ICICI Bank,Savings,2021-03-13,207096
1001001631,PER00426,Kotak Mahindra Bank,Savings,2013-05-10,344123
1001001632,PER00427,SBI,Savings,2020-01-03,256930
1001001633,PER00427,Kotak Mahindra Bank,Savings,2014-10-16,225122
1001001634,PER00428,Kotak Mahindra Bank,Savings,2021-02-21,787877
1001001635,PER00429,ICICI Bank,Savings,2021-12-09,100100
1001001636,PER00429,Kotak Mahindra Bank,Savings,2017-03-04,138626
1001001637,PER00430,SBI,Savings,2010-09-05,39636
1001001638,PER00431,Kotak Mahindra Bank,Savings,2012-08-13,859065
1001001639,PER00432,Axis Bank,Savings,2015-09-09,111420
1001001640,PER00433,HDFC Bank,Savings,2011-02-03,27369
1001001641,PER00434,Kotak Mahindra Bank,Savings,2018-02-26,229057
1001001642,PER00435,ICICI Bank,Savings,2012-01-04,37594
1001001643,PER00436,Axis Bank,Savings,2016-05-13,224977
1001001644,PER00436,HDFC Bank,Savings,2023-02-11,186719
1001001645,PER00437,ICICI Bank,Savings,2013-06-30,75254
1001001646,PER00437,Axis Bank,Savings,2012-07-15,111199
1001001647,PER00438,HDFC Bank,Savings,2010-10-29,122909
1001001648,PER00439,ICICI Bank,Savings,2019-11-10,61597
1001001649,PER00439,SBI,Savings,2021-07-16,67246
1001001650,PER00440,HDFC Bank,Savings,2024-01-11,98356
1001001651,PER00441,HDFC Bank,Savings,2020-06-27,164786
1001001652,PER00441,HDFC Bank,Savings,2012-05-22,110499
1001001653,PER00442,Kotak Mahindra Bank,Savings,2012-02-21,86936
1001001654,PER00443,SBI,Savings,2021-09-14,98807
1001001655,PER00443,HDFC Bank,Savings,2024-04-28,155531
1001001656,PER00444,ICICI Bank,Savings,2020-05-26,110464
1001001657,PER00445,ICICI Bank,Savings,2025-01-11,267548
1001001658,PER00445,HDFC Bank,Savings,2018-03-12,173884
1001001659,PER00446,Kotak Mahindra Bank,Savings,2025-06-27,320966
1001001660,PER00447,Axis Bank,Savings,2015-02-02,109712
1001001661,PER00447,ICICI Bank,Savings,2019-03-31,21684
1001001662,PER00448,HDFC Bank,Savings,2016-11-08,771577
1001001663,PER00449,ICICI Bank,Savings,2020-01-07,99192
1001001664,PER00450,HDFC Bank,Savings,2013-12-24,159351
1001001665,PER00450,ICICI Bank,Savings,2012-07-26,115165
1001001666,PER00451,SBI,Savings,2014-03-15,47039
1001001667,PER00452,Axis Bank,Savings,2011-08-31,107941
1001001668,PER00453,ICICI Bank,Savings,2012-04-26,168419
1001001669,PER00454,ICICI Bank,Savings,2023-11-04,136169
1001001670,PER00454,HDFC Bank,Savings,2016-12-19,172432
1001001671,PER00455,Kotak Mahindra Bank,Savings,2024-06-29,108891
1001001672,PER00455,SBI,Savings,2011-02-13,180770
1001001673,PER00456,HDFC Bank,Savings,2019-05-30,24419
1001001674,PER00456,ICICI Bank,Savings,2010-12-28,97165
1001001675,PER00457,SBI,Savings,2015-04-15,169557
1001001676,PER00458,HDFC Bank,Savings,2024-01-01,65521
1001001677,PER00459,ICICI Bank,Savings,2021-10-07,76503
1001001678,PER00459,HDFC Bank,Savings,2019-11-26,130579
1001001679,PER00460,SBI,Savings,2016-04-14,190177
1001001680,PER00461,SBI,Savings,2020-12-28,102272
1001001681,PER00462,Kotak Mahindra Bank,Savings,2012-04-10,24071
1001001682,PER00463,Axis Bank,Savings,2019-12-18,81884
1001001683,PER00464,Axis Bank,Savings,2012-01-04,75290
1001001684,PER00464,SBI,Savings,2014-03-25,101132
1001001685,PER00465,HDFC Bank,Savings,2016-05-25,107574
1001001686,PER00466,SBI,Savings,2013-05-27,213244
1001001687,PER00466,ICICI Bank,Savings,2014-11-24,207136
1001001688,PER00467,Axis Bank,Savings,2019-04-10,196697
1001001689,PER00468,Kotak Mahindra Bank,Savings,2011-12-03,665906
1001001690,PER00468,SBI,Savings,2015-06-06,650829
1001001691,PER00469,ICICI Bank,Savings,2019-06-22,145123
1001001692,PER00469,Kotak Mahindra Bank,Savings,2011-04-16,51209
1001001693,PER00470,SBI,Savings,2019-12-05,137336
1001001694,PER00470,ICICI Bank,Savings,2012-11-14,85182
1001001695,PER00471,HDFC Bank,Savings,2014-05-13,146966
1001001696,PER00472,Axis Bank,Savings,2021-02-18,533821
1001001697,PER00473,SBI,Savings,2016-08-02,55118
1001001698,PER00474,ICICI Bank,Savings,2016-02-18,28951
1001001699,PER00475,HDFC Bank,Savings,2020-04-18,0
1001001700,PER00475,HDFC Bank,Savings,2017-06-01,0
1001001701,PER00476,SBI,Savings,2013-05-29,212198
1001001702,PER00476,Axis Bank,Savings,2018-12-09,88070
1001001703,PER00477,HDFC Bank,Savings,2013-08-31,99994
1001001704,PER00477,Axis Bank,Savings,2016-01-06,162125
1001001705,PER00478,Axis Bank,Savings,2011-04-19,246235
1001001706,PER00478,SBI,Savings,2022-09-08,191045
1001001707,PER00479,HDFC Bank,Savings,2012-12-24,157514
1001001708,PER00479,HDFC Bank,Savings,2015-10-07,84277
1001001709,PER00480,SBI,Savings,2017-03-02,420447
1001001710,PER00481,ICICI Bank,Savings,2013-02-02,77756
1001001711,PER00481,ICICI Bank,Savings,2011-02-27,147480
1001001712,PER00482,Kotak Mahindra Bank,Savings,2022-04-01,0
1001001713,PER00482,SBI,Savings,2019-03-23,0
1001001714,PER00483,ICICI Bank,Savings,2021-03-03,22659
1001001715,PER00484,Kotak Mahindra Bank,Savings,2024-08-31,59975
1001001716,PER00484,ICICI Bank,Savings,2021-04-15,46619
1001001717,PER00485,HDFC Bank,Savings,2021-12-22,125535
1001001718,PER00486,HDFC Bank,Savings,2020-06-29,71246
1001001719,PER00487,Axis Bank,Savings,2012-04-12,238081
1001001720,PER00488,Axis Bank,Savings,2014-05-26,53392
1001001721,PER00489,ICICI Bank,Savings,2025-06-07,159367
1001001722,PER00489,SBI,Savings,2019-08-19,240088
1001001723,PER00490,Axis Bank,Savings,2023-12-20,108264
1001001724,PER00491,SBI,Savings,2015-10-13,25194
1001001725,PER00492,ICICI Bank,Savings,2016-07-08,341558
1001001726,PER00493,ICICI Bank,Savings,2024-09-11,56271
1001001727,PER00493,Axis Bank,Savings,2010-10-07,213109
1001001728,PER00494,ICICI Bank,Savings,2020-11-21,173691
1001001729,PER00494,HDFC Bank,Savings,2015-11-13,201298
1001001730,PER00495,HDFC Bank,Savings,2014-08-01,118807
1001001731,PER00496,ICICI Bank,Savings,2019-07-09,241395
1001001732,PER00497,Kotak Mahindra Bank,Savings,2015-10-08,161865
1001001733,PER00497,Kotak Mahindra Bank,Savings,2018-12-03,166196
1001001734,PER00498,ICICI Bank,Savings,2018-07-04,154556
1001001735,PER00499,HDFC Bank,Savings,2018-09-22,24059
1001001736,PER00500,SBI,Savings,2015-02-27,66919
1001001737,PER00501,Kotak Mahindra Bank,Savings,2023-05-11,377698
1001001738,PER00502,ICICI Bank,Savings,2017-11-17,79347
1001001739,PER00503,ICICI Bank,Savings,2021-10-10,105879
1001001740,PER00503,SBI,Savings,2022-05-23,85432
1001001741,PER00504,Kotak Mahindra Bank,Savings,2016-11-07,142722
1001001742,PER00504,HDFC Bank,Savings,2025-06-13,73127
1001001743,PER00505,SBI,Savings,2015-05-24,119439
1001001744,PER00506,HDFC Bank,Savings,2020-05-27,185355
1001001745,PER00507,Axis Bank,Savings,2019-04-27,109996
1001001746,PER00508,SBI,Savings,2016-03-22,173323
1001001747,PER00509,SBI,Savings,2017-12-10,82252
1001001748,PER00509,ICICI Bank,Savings,2012-07-15,195523
1001001749,PER00510,Kotak Mahindra Bank,Savings,2014-08-19,155573
1001001750,PER00510,ICICI Bank,Savings,2020-01-08,29301
1001001751,PER00511,SBI,Savings,2017-07-12,312609
1001001752,PER00512,HDFC Bank,Savings,2020-10-27,125602
1001001753,PER00513,Axis Bank,Savings,2013-11-30,294694
1001001754,PER00513,ICICI Bank,Savings,2010-11-02,116276
1001001755,PER00514,HDFC Bank,Savings,2017-04-06,173215
1001001756,PER00514,SBI,Savings,2024-01-04,160826
1001001757,PER00515,Kotak Mahindra Bank,Savings,2024-05-18,99764
1001001758,PER00515,SBI,Savings,2017-01-09,195220
1001001759,PER00516,ICICI Bank,Savings,2024-09-08,241480
1001001760,PER00517,Kotak Mahindra Bank,Savings,2021-04-16,194216
1001001761,PER00518,ICICI Bank,Savings,2017-05-17,0
1001001762,PER00518,SBI,Savings,2014-11-19,0
1001001763,PER00519,Kotak Mahindra Bank,Savings,2019-03-02,140314
1001001764,PER00520,HDFC Bank,Savings,2018-06-02,115629
1001001765,PER00520,Axis Bank,Savings,2021-01-06,50790
1001001766,PER00521,Kotak Mahindra Bank,Savings,2012-09-13,119427
1001001767,PER00521,SBI,Savings,2012-09-28,286474
1001001768,PER00522,Kotak Mahindra Bank,Savings,2019-12-13,172288
1001001769,PER00523,Kotak Mahindra Bank,Savings,2011-11-20,145549
1001001770,PER00524,SBI,Savings,2016-07-01,62754
1001001771,PER00525,SBI,Savings,2022-01-01,205507
1001001772,PER00526,Axis Bank,Savings,2015-08-04,35926
1001001773,PER00527,HDFC Bank,Savings,2017-03-27,88829
1001001774,PER00527,SBI,Savings,2013-07-27,119287
1001001775,PER00528,Axis Bank,Savings,2018-12-16,109093
1001001776,PER00529,Axis Bank,Savings,2022-03-09,152140
1001001777,PER00529,Kotak Mahindra Bank,Savings,2024-11-13,25703
1001001778,PER00530,SBI,Savings,2024-03-28,48952
1001001779,PER00531,Kotak Mahindra Bank,Savings,2021-08-28,43434
1001001780,PER00532,HDFC Bank,Savings,2013-03-21,323318
1001001781,PER00532,ICICI Bank,Savings,2023-09-28,345328
1001001782,PER00533,Axis Bank,Savings,2019-12-02,95131
1001001783,PER00533,HDFC Bank,Savings,2023-01-28,107234
1001001784,PER00534,SBI,Savings,2013-11-20,80909
1001001785,PER00535,Kotak Mahindra Bank,Savings,2023-01-16,203220
1001001786,PER00535,SBI,Savings,2012-01-29,163793
1001001787,PER00536,Axis Bank,Savings,2020-04-08,170175
1001001788,PER00536,HDFC Bank,Savings,2017-06-09,104940
1001001789,PER00537,ICICI Bank,Savings,2024-07-09,53082
1001001790,PER00538,ICICI Bank,Savings,2015-09-01,163456
1001001791,PER00538,ICICI Bank,Savings,2011-05-29,19031
1001001792,PER00539,HDFC Bank,Savings,2016-05-12,222333
1001001793,PER00540,Axis Bank,Savings,2011-06-16,397819
1001001794,PER00541,HDFC Bank,Savings,2025-06-20,39492
1001001795,PER00541,HDFC Bank,Savings,2017-01-09,99928
1001001796,PER00542,SBI,Savings,2016-06-01,182393
1001001797,PER00542,Kotak Mahindra Bank,Savings,2022-01-10,147034
1001001798,PER00543,Kotak Mahindra Bank,Savings,2016-05-23,0
1001001799,PER00544,ICICI Bank,Savings,2011-08-28,145281
1001001800,PER00544,ICICI Bank,Savings,2015-05-14,22270
1001001801,PER00545,Kotak Mahindra Bank,Savings,2023-09-03,201229
1001001802,PER00545,Axis Bank,Savings,2016-12-16,373730
1001001803,PER00546,SBI,Savings,2021-08-16,70651
1001001804,PER00547,Axis Bank,Savings,2011-07-09,152993
1001001805,PER00548,HDFC Bank,Savings,2025-05-01,125138
1001001806,PER00548,SBI,Savings,2022-07-16,39841
1001001807,PER00549,Kotak Mahindra Bank,Savings,2018-12-06,325353
1001001808,PER00550,ICICI Bank,Savings,2015-10-05,339212
1001001809,PER00550,Kotak Mahindra Bank,Savings,2018-09-26,894016
1001001810,PER00551,ICICI Bank,Savings,2013-06-20,43545
1001001811,PER00552,Axis Bank,Savings,2020-12-16,0
1001001812,PER00553,Axis Bank,Savings,2019-05-30,41618
1001001813,PER00554,HDFC Bank,Savings,2015-05-18,135150
1001001814,PER00555,HDFC Bank,Savings,2024-05-29,99729
1001001815,PER00556,ICICI Bank,Savings,2014-05-17,190671
1001001816,PER00557,SBI,Savings,2013-03-17,63577
1001001817,PER00558,ICICI Bank,Savings,2019-10-24,566277
1001001818,PER00559,HDFC Bank,Savings,2012-03-11,136341
1001001819,PER00559,SBI,Savings,2021-08-05,283681
1001001820,PER00560,SBI,Savings,2014-03-07,133514
1001001821,PER00561,Axis Bank,Savings,2023-04-01,25729
1001001822,PER00561,SBI,Savings,2019-11-26,160519
1001001823,PER00562,ICICI Bank,Savings,2017-06-24,0
1001001824,PER00562,Axis Bank,Savings,2021-07-20,0
1001001825,PER00563,Kotak Mahindra Bank,Savings,2024-01-15,60971
1001001826,PER00564,Kotak Mahindra Bank,Savings,2011-10-07,18902
1001001827,PER00565,Axis Bank,Savings,2023-12-20,547661
1001001828,PER00565,HDFC Bank,Savings,2022-11-09,399088
1001001829,PER00566,Kotak Mahindra Bank,Savings,2012-03-25,45314
1001001830,PER00566,Axis Bank,Savings,2018-05-06,305381
1001001831,PER00567,SBI,Savings,2013-07-30,138562
1001001832,PER00567,Axis Bank,Savings,2023-12-11,246072
1001001833,PER00568,Axis Bank,Savings,2020-12-17,90647
1001001834,PER00568,ICICI Bank,Savings,2020-09-16,222010
1001001835,PER00569,SBI,Savings,2019-04-26,128891
1001001836,PER00570,SBI,Savings,2024-02-29,82641
1001001837,PER00570,HDFC Bank,Savings,2018-06-25,216805
1001001838,PER00571,HDFC Bank,Savings,2013-05-28,55240
1001001839,PER00571,ICICI Bank,Savings,2018-10-06,42752
1001001840,PER00572,SBI,Savings,2014-10-14,170648
1001001841,PER00572,SBI,Savings,2025-04-29,93332
1001001842,PER00573,Kotak Mahindra Bank,Savings,2017-06-15,402420
1001001843,PER00573,Axis Bank,Savings,2016-06-19,464701
1001001844,PER00574,HDFC Bank,Savings,2024-11-16,102633
1001001845,PER00574,Axis Bank,Savings,2014-03-18,96387
1001001846,PER00575,ICICI Bank,Savings,2019-02-10,179466
1001001847,PER00575,Axis Bank,Savings,2017-02-19,238374
1001001848,PER00576,Kotak Mahindra Bank,Savings,2014-06-09,167756
1001001849,PER00576,Kotak Mahindra Bank,Savings,2021-03-28,20588
1001001850,PER00577,Axis Bank,Savings,2022-07-07,52213
1001001851,PER00578,Kotak Mahindra Bank,Savings,2022-05-09,163984
1001001852,PER00578,ICICI Bank,Savings,2013-05-20,148504
1001001853,PER00579,ICICI Bank,Savings,2021-01-16,73565
1001001854,PER00580,ICICI Bank,Savings,2012-03-27,31459
1001001855,PER00580,ICICI Bank,Savings,2018-08-21,24768
1001001856,PER00581,HDFC Bank,Savings,2015-04-14,66817
1001001857,PER00581,Kotak Mahindra Bank,Savings,2019-09-09,60612
1001001858,PER00582,Axis Bank,Savings,2022-07-09,841198
1001001859,PER00583,ICICI Bank,Savings,2023-10-27,835713
1001001860,PER00584,ICICI Bank,Savings,2010-12-30,109509
1001001861,PER00585,ICICI Bank,Savings,2024-01-21,55649
1001001862,PER00585,Kotak Mahindra Bank,Savings,2014-07-29,25017
1001001863,PER00586,Axis Bank,Savings,2012-04-23,160164
1001001864,PER00586,ICICI Bank,Savings,2018-04-23,235452
1001001865,PER00587,Kotak Mahindra Bank,Savings,2018-05-05,89449
1001001866,PER00588,HDFC Bank,Savings,2021-03-20,103833
1001001867,PER00588,Kotak Mahindra Bank,Savings,2025-04-16,90301
1001001868,PER00589,HDFC Bank,Savings,2018-02-06,36907
1001001869,PER00589,ICICI Bank,Savings,2018-09-15,59031
1001001870,PER00590,Kotak Mahindra Bank,Savings,2016-06-18,582070
